t_s,pwm,power_w,t_sense_c,t_die_c,rpm,fan_power_rel
658.100,60.0000,150.0000,54.5625,54.5756,9000.00,0.216000
658.200,60.0000,150.0000,54.5625,54.5756,9000.00,0.216000
658.300,60.0000,150.0000,54.6250,54.5756,9000.00,0.216000
658.400,60.0000,150.0000,54.5000,54.5756,9000.00,0.216000
658.500,60.0000,150.0000,54.5625,54.5756,9000.00,0.216000
658.600,60.0000,150.0000,54.6875,54.5756,9000.00,0.216000
658.700,60.0000,150.0000,54.5625,54.5756,9000.00,0.216000
658.800,60.0000,150.0000,54.4375,54.5756,9000.00,0.216000
658.900,60.0000,150.0000,54.6250,54.5756,9000.00,0.216000
659.000,60.0000,150.0000,54.5625,54.5756,9000.00,0.216000
659.100,60.0000,150.0000,54.6875,54.5756,9000.00,0.216000
659.200,60.0000,150.0000,54.6250,54.5756,9000.00,0.216000
659.300,60.0000,150.0000,54.5000,54.5756,9000.00,0.216000
659.400,60.0000,150.0000,54.5625,54.5756,9000.00,0.216000
659.500,60.0000,150.0000,54.5625,54.5756,9000.00,0.216000
659.600,60.0000,150.0000,54.6250,54.5756,9000.00,0.216000
659.700,60.0000,150.0000,54.5625,54.5755,9000.00,0.216000
659.800,60.0000,150.0000,54.5000,54.5755,9000.00,0.216000
659.900,60.0000,150.0000,54.6250,54.5755,9000.00,0.216000
660.000,60.0000,150.0000,54.5625,54.5755,9000.00,0.216000
660.100,60.0000,150.0000,54.6250,54.5755,9000.00,0.216000
660.200,60.0000,150.0000,54.5625,54.5755,9000.00,0.216000
660.300,60.0000,150.0000,54.5625,54.5755,9000.00,0.216000
660.400,60.0000,150.0000,54.5625,54.5755,9000.00,0.216000
660.500,60.0000,150.0000,54.5625,54.5755,9000.00,0.216000
660.600,60.0000,150.0000,54.6250,54.5755,9000.00,0.216000
660.700,60.0000,150.0000,54.5625,54.5755,9000.00,0.216000
660.800,60.0000,150.0000,54.5625,54.5755,9000.00,0.216000
660.900,60.0000,150.0000,54.5625,54.5755,9000.00,0.216000
661.000,60.0000,150.0000,54.6250,54.5755,9000.00,0.216000
661.100,60.0000,150.0000,54.6875,54.5755,9000.00,0.216000
661.200,60.0000,150.0000,54.6250,54.5755,9000.00,0.216000
661.300,60.0000,150.0000,54.5625,54.5755,9000.00,0.216000
661.400,60.0000,150.0000,54.5625,54.5755,9000.00,0.216000
661.500,60.0000,150.0000,54.6250,54.5755,9000.00,0.216000
661.600,60.0000,150.0000,54.6250,54.5755,9000.00,0.216000
661.700,60.0000,150.0000,54.5625,54.5755,9000.00,0.216000
661.800,60.0000,150.0000,54.5000,54.5755,9000.00,0.216000
661.900,60.0000,150.0000,54.5000,54.5754,9000.00,0.216000
662.000,60.0000,150.0000,54.5625,54.5754,9000.00,0.216000
662.100,60.0000,150.0000,54.6250,54.5754,9000.00,0.216000
662.200,60.0000,150.0000,54.6250,54.5754,9000.00,0.216000
662.300,60.0000,150.0000,54.5000,54.5754,9000.00,0.216000
662.400,60.0000,150.0000,54.5000,54.5754,9000.00,0.216000
662.500,60.0000,150.0000,54.5625,54.5754,9000.00,0.216000
662.600,60.0000,150.0000,54.5625,54.5754,9000.00,0.216000
662.700,60.0000,150.0000,54.5000,54.5754,9000.00,0.216000
662.800,60.0000,150.0000,54.5625,54.5754,9000.00,0.216000
662.900,60.0000,150.0000,54.6875,54.5754,9000.00,0.216000
663.000,60.0000,150.0000,54.6250,54.5754,9000.00,0.216000
663.100,60.0000,150.0000,54.6250,54.5754,9000.00,0.216000
663.200,60.0000,150.0000,54.6250,54.5754,9000.00,0.216000
663.300,60.0000,150.0000,54.6250,54.5754,9000.00,0.216000
663.400,60.0000,150.0000,54.5625,54.5754,9000.00,0.216000
663.500,60.0000,150.0000,54.6250,54.5754,9000.00,0.216000
663.600,60.0000,150.0000,54.5625,54.5754,9000.00,0.216000
663.700,60.0000,150.0000,54.5000,54.5754,9000.00,0.216000
663.800,60.0000,150.0000,54.6250,54.5754,9000.00,0.216000
663.900,60.0000,150.0000,54.5625,54.5754,9000.00,0.216000
664.000,60.0000,150.0000,54.5625,54.5754,9000.00,0.216000
664.100,60.0000,150.0000,54.5625,54.5753,9000.00,0.216000
664.200,60.0000,150.0000,54.6250,54.5753,9000.00,0.216000
664.300,60.0000,150.0000,54.5625,54.5753,9000.00,0.216000
664.400,60.0000,150.0000,54.6250,54.5753,9000.00,0.216000
664.500,60.0000,150.0000,54.6250,54.5753,9000.00,0.216000
664.600,60.0000,150.0000,54.5625,54.5753,9000.00,0.216000
664.700,60.0000,150.0000,54.5625,54.5753,9000.00,0.216000
664.800,60.0000,150.0000,54.6250,54.5753,9000.00,0.216000
664.900,60.0000,150.0000,54.6875,54.5753,9000.00,0.216000
665.000,60.0000,150.0000,54.6250,54.5753,9000.00,0.216000
665.100,60.0000,150.0000,54.5000,54.5753,9000.00,0.216000
665.200,60.0000,150.0000,54.5625,54.5753,9000.00,0.216000
665.300,60.0000,150.0000,54.6250,54.5753,9000.00,0.216000
665.400,60.0000,150.0000,54.6250,54.5753,9000.00,0.216000
665.500,60.0000,150.0000,54.6250,54.5753,9000.00,0.216000
665.600,60.0000,150.0000,54.5625,54.5753,9000.00,0.216000
665.700,60.0000,150.0000,54.5625,54.5753,9000.00,0.216000
665.800,60.0000,150.0000,54.5625,54.5753,9000.00,0.216000
665.900,60.0000,150.0000,54.5625,54.5753,9000.00,0.216000
666.000,60.0000,150.0000,54.5625,54.5753,9000.00,0.216000
666.100,60.0000,150.0000,54.5000,54.5753,9000.00,0.216000
666.200,60.0000,150.0000,54.5000,54.5753,9000.00,0.216000
666.300,60.0000,150.0000,54.5625,54.5753,9000.00,0.216000
666.400,60.0000,150.0000,54.6250,54.5752,9000.00,0.216000
666.500,60.0000,150.0000,54.5000,54.5752,9000.00,0.216000
666.600,60.0000,150.0000,54.5000,54.5752,9000.00,0.216000
666.700,60.0000,150.0000,54.5000,54.5752,9000.00,0.216000
666.800,60.0000,150.0000,54.6250,54.5752,9000.00,0.216000
666.900,60.0000,150.0000,54.5625,54.5752,9000.00,0.216000
667.000,60.0000,150.0000,54.5000,54.5752,9000.00,0.216000
667.100,60.0000,150.0000,54.6250,54.5752,9000.00,0.216000
667.200,60.0000,150.0000,54.5625,54.5752,9000.00,0.216000
667.300,60.0000,150.0000,54.5625,54.5752,9000.00,0.216000
667.400,60.0000,150.0000,54.6250,54.5752,9000.00,0.216000
667.500,60.0000,150.0000,54.6250,54.5752,9000.00,0.216000
667.600,60.0000,150.0000,54.5000,54.5752,9000.00,0.216000
667.700,60.0000,150.0000,54.6875,54.5752,9000.00,0.216000
667.800,60.0000,150.0000,54.6250,54.5752,9000.00,0.216000
667.900,60.0000,150.0000,54.6250,54.5752,9000.00,0.216000
668.000,60.0000,150.0000,54.5000,54.5752,9000.00,0.216000
668.100,60.0000,150.0000,54.5000,54.5752,9000.00,0.216000
668.200,60.0000,150.0000,54.5625,54.5752,9000.00,0.216000
668.300,60.0000,150.0000,54.5625,54.5752,9000.00,0.216000
668.400,60.0000,150.0000,54.5625,54.5752,9000.00,0.216000
668.500,60.0000,150.0000,54.6250,54.5752,9000.00,0.216000
668.600,60.0000,150.0000,54.5625,54.5752,9000.00,0.216000
668.700,60.0000,150.0000,54.5625,54.5752,9000.00,0.216000
668.800,60.0000,150.0000,54.6250,54.5752,9000.00,0.216000
668.900,60.0000,150.0000,54.5625,54.5751,9000.00,0.216000
669.000,60.0000,150.0000,54.5000,54.5751,9000.00,0.216000
669.100,60.0000,150.0000,54.5000,54.5751,9000.00,0.216000
669.200,60.0000,150.0000,54.5625,54.5751,9000.00,0.216000
669.300,60.0000,150.0000,54.6250,54.5751,9000.00,0.216000
669.400,60.0000,150.0000,54.5000,54.5751,9000.00,0.216000
669.500,60.0000,150.0000,54.5000,54.5751,9000.00,0.216000
669.600,60.0000,150.0000,54.5000,54.5751,9000.00,0.216000
669.700,60.0000,150.0000,54.4375,54.5751,9000.00,0.216000
669.800,60.0000,150.0000,54.5625,54.5751,9000.00,0.216000
669.900,60.0000,150.0000,54.6250,54.5751,9000.00,0.216000
670.000,60.0000,150.0000,54.5625,54.5751,9000.00,0.216000
670.100,60.0000,150.0000,54.5625,54.5751,9000.00,0.216000
670.200,60.0000,150.0000,54.5625,54.5751,9000.00,0.216000
670.300,60.0000,150.0000,54.5625,54.5751,9000.00,0.216000
670.400,60.0000,150.0000,54.5625,54.5751,9000.00,0.216000
670.500,60.0000,150.0000,54.5625,54.5751,9000.00,0.216000
670.600,60.0000,150.0000,54.5000,54.5751,9000.00,0.216000
670.700,60.0000,150.0000,54.6875,54.5751,9000.00,0.216000
670.800,60.0000,150.0000,54.5625,54.5751,9000.00,0.216000
670.900,60.0000,150.0000,54.5625,54.5751,9000.00,0.216000
671.000,60.0000,150.0000,54.5000,54.5751,9000.00,0.216000
671.100,60.0000,150.0000,54.5625,54.5751,9000.00,0.216000
671.200,60.0000,150.0000,54.5000,54.5751,9000.00,0.216000
671.300,60.0000,150.0000,54.5625,54.5751,9000.00,0.216000
671.400,60.0000,150.0000,54.5625,54.5751,9000.00,0.216000
671.500,60.0000,150.0000,54.5625,54.5750,9000.00,0.216000
671.600,60.0000,150.0000,54.6250,54.5750,9000.00,0.216000
671.700,60.0000,150.0000,54.5625,54.5750,9000.00,0.216000
671.800,60.0000,150.0000,54.5000,54.5750,9000.00,0.216000
671.900,60.0000,150.0000,54.6250,54.5750,9000.00,0.216000
672.000,60.0000,150.0000,54.6250,54.5750,9000.00,0.216000
672.100,60.0000,150.0000,54.6250,54.5750,9000.00,0.216000
672.200,60.0000,150.0000,54.5625,54.5750,9000.00,0.216000
672.300,60.0000,150.0000,54.6875,54.5750,9000.00,0.216000
672.400,60.0000,150.0000,54.6250,54.5750,9000.00,0.216000
672.500,60.0000,150.0000,54.5000,54.5750,9000.00,0.216000
672.600,60.0000,150.0000,54.5625,54.5750,9000.00,0.216000
672.700,60.0000,150.0000,54.5625,54.5750,9000.00,0.216000
672.800,60.0000,150.0000,54.5000,54.5750,9000.00,0.216000
672.900,60.0000,150.0000,54.6250,54.5750,9000.00,0.216000
673.000,60.0000,150.0000,54.5625,54.5750,9000.00,0.216000
673.100,60.0000,150.0000,54.5625,54.5750,9000.00,0.216000
673.200,60.0000,150.0000,54.6250,54.5750,9000.00,0.216000
673.300,60.0000,150.0000,54.5625,54.5750,9000.00,0.216000
673.400,60.0000,150.0000,54.5625,54.5750,9000.00,0.216000
673.500,60.0000,150.0000,54.5000,54.5750,9000.00,0.216000
673.600,60.0000,150.0000,54.5000,54.5750,9000.00,0.216000
673.700,60.0000,150.0000,54.5625,54.5750,9000.00,0.216000
673.800,60.0000,150.0000,54.5000,54.5750,9000.00,0.216000
673.900,60.0000,150.0000,54.6250,54.5750,9000.00,0.216000
674.000,60.0000,150.0000,54.5625,54.5750,9000.00,0.216000
674.100,60.0000,150.0000,54.5625,54.5750,9000.00,0.216000
674.200,60.0000,150.0000,54.6250,54.5750,9000.00,0.216000
674.300,60.0000,150.0000,54.5625,54.5749,9000.00,0.216000
674.400,60.0000,150.0000,54.6250,54.5749,9000.00,0.216000
674.500,60.0000,150.0000,54.5625,54.5749,9000.00,0.216000
674.600,60.0000,150.0000,54.5625,54.5749,9000.00,0.216000
674.700,60.0000,150.0000,54.6250,54.5749,9000.00,0.216000
674.800,60.0000,150.0000,54.5625,54.5749,9000.00,0.216000
674.900,60.0000,150.0000,54.6250,54.5749,9000.00,0.216000
675.000,60.0000,150.0000,54.6250,54.5749,9000.00,0.216000
675.100,60.0000,150.0000,54.6250,54.5749,9000.00,0.216000
675.200,60.0000,150.0000,54.5625,54.5749,9000.00,0.216000
675.300,60.0000,150.0000,54.6250,54.5749,9000.00,0.216000
675.400,60.0000,150.0000,54.6250,54.5749,9000.00,0.216000
675.500,60.0000,150.0000,54.5625,54.5749,9000.00,0.216000
675.600,60.0000,150.0000,54.6250,54.5749,9000.00,0.216000
675.700,60.0000,150.0000,54.6250,54.5749,9000.00,0.216000
675.800,60.0000,150.0000,54.5000,54.5749,9000.00,0.216000
675.900,60.0000,150.0000,54.6250,54.5749,9000.00,0.216000
676.000,60.0000,150.0000,54.6250,54.5749,9000.00,0.216000
676.100,60.0000,150.0000,54.6250,54.5749,9000.00,0.216000
676.200,60.0000,150.0000,54.6250,54.5749,9000.00,0.216000
676.300,60.0000,150.0000,54.5000,54.5749,9000.00,0.216000
676.400,60.0000,150.0000,54.5000,54.5749,9000.00,0.216000
676.500,60.0000,150.0000,54.6250,54.5749,9000.00,0.216000
676.600,60.0000,150.0000,54.6250,54.5749,9000.00,0.216000
676.700,60.0000,150.0000,54.6250,54.5749,9000.00,0.216000
676.800,60.0000,150.0000,54.6250,54.5749,9000.00,0.216000
676.900,60.0000,150.0000,54.6250,54.5749,9000.00,0.216000
677.000,60.0000,150.0000,54.5625,54.5749,9000.00,0.216000
677.100,60.0000,150.0000,54.5000,54.5749,9000.00,0.216000
677.200,60.0000,150.0000,54.6250,54.5748,9000.00,0.216000
677.300,60.0000,150.0000,54.5625,54.5748,9000.00,0.216000
677.400,60.0000,150.0000,54.5000,54.5748,9000.00,0.216000
677.500,60.0000,150.0000,54.5000,54.5748,9000.00,0.216000
677.600,60.0000,150.0000,54.6250,54.5748,9000.00,0.216000
677.700,60.0000,150.0000,54.5625,54.5748,9000.00,0.216000
677.800,60.0000,150.0000,54.5625,54.5748,9000.00,0.216000
677.900,60.0000,150.0000,54.5625,54.5748,9000.00,0.216000
678.000,60.0000,150.0000,54.6250,54.5748,9000.00,0.216000
678.100,60.0000,150.0000,54.5625,54.5748,9000.00,0.216000
678.200,60.0000,150.0000,54.6250,54.5748,9000.00,0.216000
678.300,60.0000,150.0000,54.5000,54.5748,9000.00,0.216000
678.400,60.0000,150.0000,54.5625,54.5748,9000.00,0.216000
678.500,60.0000,150.0000,54.6250,54.5748,9000.00,0.216000
678.600,60.0000,150.0000,54.5000,54.5748,9000.00,0.216000
678.700,60.0000,150.0000,54.5625,54.5748,9000.00,0.216000
678.800,60.0000,150.0000,54.5625,54.5748,9000.00,0.216000
678.900,60.0000,150.0000,54.5000,54.5748,9000.00,0.216000
679.000,60.0000,150.0000,54.5625,54.5748,9000.00,0.216000
679.100,60.0000,150.0000,54.5625,54.5748,9000.00,0.216000
679.200,60.0000,150.0000,54.5000,54.5748,9000.00,0.216000
679.300,60.0000,150.0000,54.5000,54.5748,9000.00,0.216000
679.400,60.0000,150.0000,54.5625,54.5748,9000.00,0.216000
679.500,60.0000,150.0000,54.5625,54.5748,9000.00,0.216000
679.600,60.0000,150.0000,54.5000,54.5748,9000.00,0.216000
679.700,60.0000,150.0000,54.5625,54.5748,9000.00,0.216000
679.800,60.0000,150.0000,54.5000,54.5748,9000.00,0.216000
679.900,60.0000,150.0000,54.5000,54.5748,9000.00,0.216000
680.000,60.0000,150.0000,54.5000,54.5748,9000.00,0.216000
680.100,60.0000,150.0000,54.6250,54.5748,9000.00,0.216000
680.200,60.0000,150.0000,54.6250,54.5748,9000.00,0.216000
680.300,60.0000,150.0000,54.5625,54.5748,9000.00,0.216000
680.400,60.0000,150.0000,54.5625,54.5747,9000.00,0.216000
680.500,60.0000,150.0000,54.5625,54.5747,9000.00,0.216000
680.600,60.0000,150.0000,54.5625,54.5747,9000.00,0.216000
680.700,60.0000,150.0000,54.6250,54.5747,9000.00,0.216000
680.800,60.0000,150.0000,54.5000,54.5747,9000.00,0.216000
680.900,60.0000,150.0000,54.5625,54.5747,9000.00,0.216000
681.000,60.0000,150.0000,54.6250,54.5747,9000.00,0.216000
681.100,60.0000,150.0000,54.5625,54.5747,9000.00,0.216000
681.200,60.0000,150.0000,54.6875,54.5747,9000.00,0.216000
681.300,60.0000,150.0000,54.6250,54.5747,9000.00,0.216000
681.400,60.0000,150.0000,54.6250,54.5747,9000.00,0.216000
681.500,60.0000,150.0000,54.6250,54.5747,9000.00,0.216000
681.600,60.0000,150.0000,54.5625,54.5747,9000.00,0.216000
681.700,60.0000,150.0000,54.5625,54.5747,9000.00,0.216000
681.800,60.0000,150.0000,54.5625,54.5747,9000.00,0.216000
681.900,60.0000,150.0000,54.6250,54.5747,9000.00,0.216000
682.000,60.0000,150.0000,54.6250,54.5747,9000.00,0.216000
682.100,60.0000,150.0000,54.5625,54.5747,9000.00,0.216000
682.200,60.0000,150.0000,54.6250,54.5747,9000.00,0.216000
682.300,60.0000,150.0000,54.5625,54.5747,9000.00,0.216000
682.400,60.0000,150.0000,54.5625,54.5747,9000.00,0.216000
682.500,60.0000,150.0000,54.5625,54.5747,9000.00,0.216000
682.600,60.0000,150.0000,54.6250,54.5747,9000.00,0.216000
682.700,60.0000,150.0000,54.6250,54.5747,9000.00,0.216000
682.800,60.0000,150.0000,54.5625,54.5747,9000.00,0.216000
682.900,60.0000,150.0000,54.5625,54.5747,9000.00,0.216000
683.000,60.0000,150.0000,54.5625,54.5747,9000.00,0.216000
683.100,60.0000,150.0000,54.5625,54.5747,9000.00,0.216000
683.200,60.0000,150.0000,54.5000,54.5747,9000.00,0.216000
683.300,60.0000,150.0000,54.5625,54.5747,9000.00,0.216000
683.400,60.0000,150.0000,54.5625,54.5747,9000.00,0.216000
683.500,60.0000,150.0000,54.6250,54.5747,9000.00,0.216000
683.600,60.0000,150.0000,54.5625,54.5747,9000.00,0.216000
683.700,60.0000,150.0000,54.6875,54.5747,9000.00,0.216000
683.800,60.0000,150.0000,54.5625,54.5746,9000.00,0.216000
683.900,60.0000,150.0000,54.5625,54.5746,9000.00,0.216000
684.000,60.0000,150.0000,54.5625,54.5746,9000.00,0.216000
684.100,60.0000,150.0000,54.5000,54.5746,9000.00,0.216000
684.200,60.0000,150.0000,54.5000,54.5746,9000.00,0.216000
684.300,60.0000,150.0000,54.6250,54.5746,9000.00,0.216000
684.400,60.0000,150.0000,54.5000,54.5746,9000.00,0.216000
684.500,60.0000,150.0000,54.4375,54.5746,9000.00,0.216000
684.600,60.0000,150.0000,54.5000,54.5746,9000.00,0.216000
684.700,60.0000,150.0000,54.6250,54.5746,9000.00,0.216000
684.800,60.0000,150.0000,54.5000,54.5746,9000.00,0.216000
684.900,60.0000,150.0000,54.5625,54.5746,9000.00,0.216000
685.000,60.0000,150.0000,54.5625,54.5746,9000.00,0.216000
685.100,60.0000,150.0000,54.6875,54.5746,9000.00,0.216000
685.200,60.0000,150.0000,54.5625,54.5746,9000.00,0.216000
685.300,60.0000,150.0000,54.6250,54.5746,9000.00,0.216000
685.400,60.0000,150.0000,54.5625,54.5746,9000.00,0.216000
685.500,60.0000,150.0000,54.6250,54.5746,9000.00,0.216000
685.600,60.0000,150.0000,54.5625,54.5746,9000.00,0.216000
685.700,60.0000,150.0000,54.6250,54.5746,9000.00,0.216000
685.800,60.0000,150.0000,54.5625,54.5746,9000.00,0.216000
685.900,60.0000,150.0000,54.5000,54.5746,9000.00,0.216000
686.000,60.0000,150.0000,54.5000,54.5746,9000.00,0.216000
686.100,60.0000,150.0000,54.5000,54.5746,9000.00,0.216000
686.200,60.0000,150.0000,54.5625,54.5746,9000.00,0.216000
686.300,60.0000,150.0000,54.6250,54.5746,9000.00,0.216000
686.400,60.0000,150.0000,54.6250,54.5746,9000.00,0.216000
686.500,60.0000,150.0000,54.6250,54.5746,9000.00,0.216000
686.600,60.0000,150.0000,54.5625,54.5746,9000.00,0.216000
686.700,60.0000,150.0000,54.6250,54.5746,9000.00,0.216000
686.800,60.0000,150.0000,54.5625,54.5746,9000.00,0.216000
686.900,60.0000,150.0000,54.5625,54.5746,9000.00,0.216000
687.000,60.0000,150.0000,54.5000,54.5746,9000.00,0.216000
687.100,60.0000,150.0000,54.5000,54.5746,9000.00,0.216000
687.200,60.0000,150.0000,54.5000,54.5746,9000.00,0.216000
687.300,60.0000,150.0000,54.6250,54.5746,9000.00,0.216000
687.400,60.0000,150.0000,54.5000,54.5746,9000.00,0.216000
687.500,60.0000,150.0000,54.4375,54.5745,9000.00,0.216000
687.600,60.0000,150.0000,54.5625,54.5745,9000.00,0.216000
687.700,60.0000,150.0000,54.6250,54.5745,9000.00,0.216000
687.800,60.0000,150.0000,54.6875,54.5745,9000.00,0.216000
687.900,60.0000,150.0000,54.5625,54.5745,9000.00,0.216000
688.000,60.0000,150.0000,54.5625,54.5745,9000.00,0.216000
688.100,60.0000,150.0000,54.5625,54.5745,9000.00,0.216000
688.200,60.0000,150.0000,54.5625,54.5745,9000.00,0.216000
688.300,60.0000,150.0000,54.5625,54.5745,9000.00,0.216000
688.400,60.0000,150.0000,54.5625,54.5745,9000.00,0.216000
688.500,60.0000,150.0000,54.5000,54.5745,9000.00,0.216000
688.600,60.0000,150.0000,54.5625,54.5745,9000.00,0.216000
688.700,60.0000,150.0000,54.5625,54.5745,9000.00,0.216000
688.800,60.0000,150.0000,54.5000,54.5745,9000.00,0.216000
688.900,60.0000,150.0000,54.5625,54.5745,9000.00,0.216000
689.000,60.0000,150.0000,54.5625,54.5745,9000.00,0.216000
689.100,60.0000,150.0000,54.5625,54.5745,9000.00,0.216000
689.200,60.0000,150.0000,54.5000,54.5745,9000.00,0.216000
689.300,60.0000,150.0000,54.5625,54.5745,9000.00,0.216000
689.400,60.0000,150.0000,54.5000,54.5745,9000.00,0.216000
689.500,60.0000,150.0000,54.5000,54.5745,9000.00,0.216000
689.600,60.0000,150.0000,54.5000,54.5745,9000.00,0.216000
689.700,60.0000,150.0000,54.5000,54.5745,9000.00,0.216000
689.800,60.0000,150.0000,54.5625,54.5745,9000.00,0.216000
689.900,60.0000,150.0000,54.5625,54.5745,9000.00,0.216000
690.000,60.0000,150.0000,54.5000,54.5745,9000.00,0.216000
690.100,60.0000,150.0000,54.5625,54.5745,9000.00,0.216000
690.200,60.0000,150.0000,54.6250,54.5745,9000.00,0.216000
690.300,60.0000,150.0000,54.5000,54.5745,9000.00,0.216000
690.400,60.0000,150.0000,54.5000,54.5745,9000.00,0.216000
690.500,60.0000,150.0000,54.5625,54.5745,9000.00,0.216000
690.600,60.0000,150.0000,54.5000,54.5745,9000.00,0.216000
690.700,60.0000,150.0000,54.5625,54.5745,9000.00,0.216000
690.800,60.0000,150.0000,54.6250,54.5745,9000.00,0.216000
690.900,60.0000,150.0000,54.5625,54.5745,9000.00,0.216000
691.000,60.0000,150.0000,54.6250,54.5745,9000.00,0.216000
691.100,60.0000,150.0000,54.5000,54.5745,9000.00,0.216000
691.200,60.0000,150.0000,54.4375,54.5745,9000.00,0.216000
691.300,60.0000,150.0000,54.5625,54.5745,9000.00,0.216000
691.400,60.0000,150.0000,54.5000,54.5745,9000.00,0.216000
691.500,60.0000,150.0000,54.5625,54.5744,9000.00,0.216000
691.600,60.0000,150.0000,54.6875,54.5744,9000.00,0.216000
691.700,60.0000,150.0000,54.6250,54.5744,9000.00,0.216000
691.800,60.0000,150.0000,54.6250,54.5744,9000.00,0.216000
691.900,60.0000,150.0000,54.6250,54.5744,9000.00,0.216000
692.000,60.0000,150.0000,54.5625,54.5744,9000.00,0.216000
692.100,60.0000,150.0000,54.6250,54.5744,9000.00,0.216000
692.200,60.0000,150.0000,54.5625,54.5744,9000.00,0.216000
692.300,60.0000,150.0000,54.5625,54.5744,9000.00,0.216000
692.400,60.0000,150.0000,54.6250,54.5744,9000.00,0.216000
692.500,60.0000,150.0000,54.6250,54.5744,9000.00,0.216000
692.600,60.0000,150.0000,54.6250,54.5744,9000.00,0.216000
692.700,60.0000,150.0000,54.6250,54.5744,9000.00,0.216000
692.800,60.0000,150.0000,54.6875,54.5744,9000.00,0.216000
692.900,60.0000,150.0000,54.5625,54.5744,9000.00,0.216000
693.000,60.0000,150.0000,54.5625,54.5744,9000.00,0.216000
693.100,60.0000,150.0000,54.5625,54.5744,9000.00,0.216000
693.200,60.0000,150.0000,54.5000,54.5744,9000.00,0.216000
693.300,60.0000,150.0000,54.5625,54.5744,9000.00,0.216000
693.400,60.0000,150.0000,54.5625,54.5744,9000.00,0.216000
693.500,60.0000,150.0000,54.6875,54.5744,9000.00,0.216000
693.600,60.0000,150.0000,54.6250,54.5744,9000.00,0.216000
693.700,60.0000,150.0000,54.5000,54.5744,9000.00,0.216000
693.800,60.0000,150.0000,54.5625,54.5744,9000.00,0.216000
693.900,60.0000,150.0000,54.5000,54.5744,9000.00,0.216000
694.000,60.0000,150.0000,54.5000,54.5744,9000.00,0.216000
694.100,60.0000,150.0000,54.5625,54.5744,9000.00,0.216000
694.200,60.0000,150.0000,54.6250,54.5744,9000.00,0.216000
694.300,60.0000,150.0000,54.5625,54.5744,9000.00,0.216000
694.400,60.0000,150.0000,54.5625,54.5744,9000.00,0.216000
694.500,60.0000,150.0000,54.5625,54.5744,9000.00,0.216000
694.600,60.0000,150.0000,54.6250,54.5744,9000.00,0.216000
694.700,60.0000,150.0000,54.6875,54.5744,9000.00,0.216000
694.800,60.0000,150.0000,54.5625,54.5744,9000.00,0.216000
694.900,60.0000,150.0000,54.6250,54.5744,9000.00,0.216000
695.000,60.0000,150.0000,54.5625,54.5744,9000.00,0.216000
695.100,60.0000,150.0000,54.5625,54.5744,9000.00,0.216000
695.200,60.0000,150.0000,54.5625,54.5744,9000.00,0.216000
695.300,60.0000,150.0000,54.6250,54.5744,9000.00,0.216000
695.400,60.0000,150.0000,54.5625,54.5744,9000.00,0.216000
695.500,60.0000,150.0000,54.5625,54.5744,9000.00,0.216000
695.600,60.0000,150.0000,54.5625,54.5744,9000.00,0.216000
695.700,60.0000,150.0000,54.6250,54.5744,9000.00,0.216000
695.800,60.0000,150.0000,54.5625,54.5744,9000.00,0.216000
695.900,60.0000,150.0000,54.5625,54.5743,9000.00,0.216000
696.000,60.0000,150.0000,54.6250,54.5743,9000.00,0.216000
696.100,60.0000,150.0000,54.5000,54.5743,9000.00,0.216000
696.200,60.0000,150.0000,54.5625,54.5743,9000.00,0.216000
696.300,60.0000,150.0000,54.6250,54.5743,9000.00,0.216000
696.400,60.0000,150.0000,54.5000,54.5743,9000.00,0.216000
696.500,60.0000,150.0000,54.5625,54.5743,9000.00,0.216000
696.600,60.0000,150.0000,54.5000,54.5743,9000.00,0.216000
696.700,60.0000,150.0000,54.5625,54.5743,9000.00,0.216000
696.800,60.0000,150.0000,54.6250,54.5743,9000.00,0.216000
696.900,60.0000,150.0000,54.6250,54.5743,9000.00,0.216000
697.000,60.0000,150.0000,54.4375,54.5743,9000.00,0.216000
697.100,60.0000,150.0000,54.6250,54.5743,9000.00,0.216000
697.200,60.0000,150.0000,54.6250,54.5743,9000.00,0.216000
697.300,60.0000,150.0000,54.5625,54.5743,9000.00,0.216000
697.400,60.0000,150.0000,54.5000,54.5743,9000.00,0.216000
697.500,60.0000,150.0000,54.5625,54.5743,9000.00,0.216000
697.600,60.0000,150.0000,54.5625,54.5743,9000.00,0.216000
697.700,60.0000,150.0000,54.6250,54.5743,9000.00,0.216000
697.800,60.0000,150.0000,54.6250,54.5743,9000.00,0.216000
697.900,60.0000,150.0000,54.5625,54.5743,9000.00,0.216000
698.000,60.0000,150.0000,54.6250,54.5743,9000.00,0.216000
698.100,60.0000,150.0000,54.5000,54.5743,9000.00,0.216000
698.200,60.0000,150.0000,54.6250,54.5743,9000.00,0.216000
698.300,60.0000,150.0000,54.5625,54.5743,9000.00,0.216000
698.400,60.0000,150.0000,54.5625,54.5743,9000.00,0.216000
698.500,60.0000,150.0000,54.5625,54.5743,9000.00,0.216000
698.600,60.0000,150.0000,54.6250,54.5743,9000.00,0.216000
698.700,60.0000,150.0000,54.5625,54.5743,9000.00,0.216000
698.800,60.0000,150.0000,54.5625,54.5743,9000.00,0.216000
698.900,60.0000,150.0000,54.5625,54.5743,9000.00,0.216000
699.000,60.0000,150.0000,54.5000,54.5743,9000.00,0.216000
