t_before,t_after,reading
1786481940.328515,1786481940.649893,54.938
1786481940.699982,1786481941.010546,54.938
1786481941.060748,1786481941.294960,54.938
1786481941.345206,1786481941.540663,54.938
1786481941.591046,1786481941.841912,54.938
1786481941.892135,1786481942.122880,54.938
1786481942.173024,1786481942.535244,54.938
1786481942.585429,1786481942.882654,54.938
1786481942.932722,1786481943.215114,54.938
1786481943.265324,1786481943.546678,54.938
1786481943.596872,1786481943.970741,54.938
1786481944.020830,1786481944.302290,54.938
1786481944.352435,1786481944.680060,54.938
1786481944.730316,1786481944.974027,54.938
1786481945.024229,1786481945.246205,54.938
1786481945.296530,1786481945.571199,54.938
